,tweet,likes,state,candidate,retweet_count
683,"#MAGA2020/#Trump2020/#GOP/
#Republicans/#Republican/#Trump supporter, 

If the fetus you save turns out to be #LGBT/#LGBTQ, will you continue to protect its rights?",,New Hampshire,Trump,5.0
684,"Is there anything more swamp-like than a handful of so-called Republicans (lobbyists and consultants really) who betray a Republican president, raise $67M to turn Republicans against him, predictably fail in this undertaking (#Trump took record #GOP vote), and then pocket $67M? https://t.co/VZ0vi5RGuw",,New Jersey,Trump,937.0
685,"Facts:

#Biden voted against gay marriage as recently as '06 and once alleged gays were national security threats.

#Trump supported gay marriage from day one, launched a global campaign to decriminalize homosexuality, appointed first openly gay cabinet member in @RichardGrenell. https://t.co/KYKK4deiI6",,New Jersey,Trump,534.0
686,"The accomplishments of @realDonaldTrump ultimately are too significant for American voters to ignore.

#Trump is the candidate of job creation, wage growth, border security, law and order, and American greatness, I told @liquidlunchtv today:

https://t.co/2e7zg5UuuY

#Trump2020",,New Jersey,Trump,408.0
687,#Trump's daily approval numbers for the week: Mon 48% - Tue 49% - Wed 49% - Thurs 52% - Fri 51%... https://t.co/mazBCWoIMy https://t.co/o9Y4KEIAWF,,New Jersey,Trump,296.0
688,"Why oversample Ds in national polls? 

Why undersample rural Rs? 

Why poll ""registered"" as opposed to ""likely"" voters? 

In fact, why poll at all when 11/3 is not a national poll at all but a race for 270 electoral votes?

Answer: To demoralize and deter you. 

Just vote #Trump.",,New Jersey,Trump,265.0
689,"Weather does not stop the New Mexico Trump Victory Team! We are walking doors and pushing a straight Republican Ticket!!!!! #Leadright #MAGA We are bringing it home for GOD and Country, and #Trump! https://t.co/0aPln3SRIK",,New Mexico,Trump,27.0
690,"100,000 doors have been knocked on over the last seven days in #NM. 👏👏The excitement is YUGE. #Leadright #MAGA2020 😃✅🧨 @NewMexicoGOP @vannschaffner We are bringing it home for God, Country and #Trump!",,New Mexico,Trump,17.0
691,The #Trump rally has ended in #SantaFe. We even got an interview with County Commissioner Couy Griffin about why he asked everyone to show up without a mask. Tune in to @krqe at 10 for what he had to say.,,New Mexico,Trump,11.0
692,"First stop of the day for my coverage of #Election2020   for the @DailyLobo leads me to Rio Rancho. Supporters of @realDonaldTrump standing on the side of Southern and 528. Gonna be out and about all day and night posting what I can. 
#ElectionDay  #Trump #Biden #NewMexico #VOTE https://t.co/cpqLn8nbyz",,New Mexico,Trump,7.0
693,"Thanks @AP for reporting on yet one more #AmericaFirst clusterf**k involving #Trump/#TrumpCampaign who used psychographics to manipulate voters in 2016.

The entire world has paid the price for their crimes &gt;&gt; ongoing.

#VoteHimOut2020 #VoteBiden #BidenWillCrushCovid #Vote https://t.co/KBMalTz6mo",,New Mexico,Trump,6.0
694,"America Assembled!🇺🇸🎉

@JoeBiden @KamalaHarris @BarackObama 
@ChrisEvans  @MarkRuffalo @RobertDowneyJr @brielarson @AOC @staceyabrams @michaelb4jordan @Russo_Brothers 
#Election2020 #ElectionResults2020 #joebiden #DonaldTrump #BidenHarris2020 #avengers #endgame https://t.co/cDl1VsFbOo",,New York,Trump,20491.0
695,"ATTN!
While you were sleeping #Trump issued an edict that eliminates job protections for tens of thousands (maybe millions) of federal employees, all involved in policy-making. It paves the way for a mass firing of govt employees.
MORE
https://t.co/jUCWJRE1zX",,New York,Trump,5135.0
696,"Turn out #Trump aides gave #WallStreet a heads up on how serious the virus was going to be, so they could profit by “shorting everything” all the while assuring #MainStreet that it was “very much under control.”  How much more proof do we need?  The whole gang should be #LOCKEDUP",,New York,Trump,2849.0
697,Going from the Trump town hall to the Biden town hall is like changing channels from The Terminator to On Golden Pond.  #TownHall #SleepyJoeBiden #trump,,New York,Trump,2542.0
698,THIS is UNCONSCIONABLE. #Trump pulled out of the scheduled townhall. #Biden KEPT HIS COMMITMENT &amp; HIS WORD and moved forward. Now @nbc @nbcnews is going to REWARD 45 for breaking his commitment and be an accomplice to his attempt to screw over Biden?! #BoycottNBC #BoycottMSNBC https://t.co/8v4AGGUZ4G,,New York,Trump,2384.0
699,Instagram is purposely hiding the hashtag “#Trump”. I’ll ask again...is this the USA or is it China?,,North Carolina,Trump,651.0
700,"#Trump has made more than $200 million in income from his foreign interests since 2016, according to @OpenSecretsDC.

There's ZERO evidence that @joebiden has taken funds from foreign countries.

#TrumpIsCompromised
#TrumpIsCorrupt

#Vote #BidenHarris2020

https://t.co/NzkpiTZ1Sl",,North Carolina,Trump,184.0
701,"Best moment of the #debate?

#Biden: “I don’t know where this guy comes from.” 

#Trump: “Queens.”

#PresidentialDebate2020
#Trump2020
#MicDrop 
#Queens https://t.co/CufGu81GZT",,North Carolina,Trump,106.0
702,"#Trump's entire life has been about stranding people:

 - stranding contractors without payment
 - stranding wives
 - stranding banks
 - stranding healthcare workers without PPE
 - stranding millions without the ACA

Now, literally, stranding his supporters in the cold.
#VoteBlue https://t.co/n03rBTrf5G",,North Carolina,Trump,71.0
703,"#JohnRoberts is reporting that #Trump’s federal lawsuit in #Nevada will provide a list of 10,000+ voters that came in from other states &amp; people who are deceased. They will be providing this to the #DOJ &amp; local cops. The #VoterFraudExposurePsyOp theory looking stronger than ever! https://t.co/qQSD50khFu",,North Carolina,Trump,66.0
704,Trump declaring victory last night like 😂😂🤣 #Trump #Biden #Biden2020 #Georgia https://t.co/q5akHYr0LT,,North Dakota,Trump,13.0
705,"@rynofied @Townbiznessman @realDonaldTrump What a piece of work is #trump! 
How (ig)noble in (t)reason! 
How (severely) limited in faculties! 
In form and moving, how reprehensible! 
In action how like a horse's a_s! 
In apprehension, how like a toddler! 
And yet to us, what is this quintessence of mendacity!? https://t.co/aTaUfrKC71",,North Dakota,Trump,12.0
706,@KrauseForIowa @SteveScalise @Twitter @nypost Why does the @GOP @tedcruz @HawleyMO hate our #veterans from our intelligence agencies that do all the ground work. These veterans say the emails are forged. They told the #Trump admin that #Giuliani was cavorting with foreign enemies,,North Dakota,Trump,4.0
707,"Hockey Legend Bobby Orr Endorses President Donald Trump @realDonaldTrump @DonaldJTrumpJr  https://t.co/2GXlosDvcp 

Our @NickCGermano explains why the real problem is those with a problem.Via @Tarpsoffhockey_ 

#Trump #Trump2020Landslide #BobbyOrr #Orr #Hockeytwitter #TrumpTrain",,North Dakota,Trump,4.0
708,"@atrupar Hamlet 45

What a piece of work is #trump! 
How ignoble in treason! 
How (severely) limited in faculties! 
In form and moving, how reprehensible! 
In action how like a horse's a_s! 
In apprehension, how like a toddler! 
And yet to us, what is this quintessence of mendacity!? https://t.co/LoIsmpqz0c",,North Dakota,Trump,4.0
709,#PURPLEPOWER #stimulus #STIMULUSPACKAGE #StimulusNow #NancyPelosi #MNUCHIN #MitchMcConnell #JoeBiden #HarrisBiden #DonaldTrump @realDonaldTrump @SpeakerPelosi @stevenmnuchin1 @senatemajldr @LALATE #LALATE https://t.co/otejzK0bHL,,Ohio,Trump,114.0
710,"@KlasfeldReports @lawcrimenews In 2014 Steve Bannon studied how ISIS used #facebook to recruit world-wide.

He followed their business plan, joined up with Parscale &amp; gave us #Brexit &amp; #Trump.

You don't have to look far for proof. They openly gloat about ""owning the Republicans"". 

#TrumpCrimeSyndicate https://t.co/feMp7ox99B",,Ohio,Trump,56.0
711,These moderators treat #JoeBidenTownHall like a delicate dove but treat #Trump like a black man that got caught up in the 1994 crime bill super predator 🥴,,Ohio,Trump,38.0
712,"Hey #Trump Hatin Family!

We got 4 days til we #VoteHimOut2020!

Todays’s TikTok Thread focuses on VOTING!

I want to tell my Grandchildren that I was there &amp; I helped change the Direction of Our Country!

Wanna join me?

Then Go #vote 

#BidenHarris2020

#VoteBlue

#wtpBLUE https://t.co/g7EFa8x3Gk",,Ohio,Trump,30.0
713,"Trump campaign stops are literally spreading covid19 all over the country. Cases have surged in every city hes stopped in.
He is the biggest superspreader in America.
#COVID19
#Trump",,Ohio,Trump,27.0
714,"Just a quick update on these numbers now:
#Biden: 74,811,378
#Trump: 70, 554,537
Total Registered Voters (US): 153,066,000
Voter turnout: 95%
Average voter turnout (since 1778): 68.1%

Obama (Highest pop vote): 69,498,516
Biden Margin: +8% above Obama.

Statistically IMPOSSIBLE.",,Oklahoma,Trump,34.0
715,"If you still need a reason to vote for #Trump, take a look at the damage the Democrat Party has done to our nation over the course of 50 years.

#DemocratsAreCorrupt
#Recap2020
🌊🚢👇 https://t.co/LflJfXFDMW https://t.co/MBiMQvJkuG",,Oklahoma,Trump,25.0
716,"@POTUS IS NOT THE 'ONE' YOU NEED TO FEAR... IT'S US 'MANY'!

IF #TRUMP GETS CHEATED OUT OF OFFICE, OVER 70 MILLION VOTERS WILL DESCEND ON WASHINGTON DC, &amp; NOT ONE OF YOU, #REPUBLICAN @GOP OR #DEMOCRAT, WILL BE IN OFFICE WHEN WE'RE DONE!

STAND UP FOR YOUR PRESIDENT!
#2A 
🌊🚢🏴‍☠️ https://t.co/Lss982LMv3",,Oklahoma,Trump,22.0
717,Hey Patriots!  Who do you trust?#TrumpIsMyPresident #Trump #KeepTheFaith  Please retweet!,,Oklahoma,Trump,19.0
718,"Oklahoma TURNED OUT! #Trump with a 454,619 lead over #Biden. 

Ouch.",,Oklahoma,Trump,12.0
719,"While #Trump lied, thousands more died... 
https://t.co/J9XSOndvXL",,Oregon,Trump,34.0
720,"This is so excellent..please listen! #SVDaté..world traveler who is now #WhiteHouse Correspondent for #HuffPost 
Meet the journalist who asked #Trump if he ""regrets all the lying"" to the #American people #TheDworkinReport  - https://t.co/DVskxRKBaJ #Truth #Honesty #Election2020",,Oregon,Trump,28.0
721,"The #Trump administration is planning to declare humanitarian groups including @amnesty, @hrw and @Oxfam as #Antisemitic due to their valid criticism of #Israel's crimes against #Palestine
https://t.co/9Dwc5xQyKc",,Oregon,Trump,28.0
722,"From bomb trains to biometrics to workers' rights, the #Trump administration is pushing for last-minute regulatory rollbacks that could prove hard for Biden to overturn.
https://t.co/ltqmze2kMl",,Oregon,Trump,26.0
723,"In a blow to #Trump's reelection and the #RNC in a crucial swing state, the #Pennsylvania Supreme Court ruled unanimously Friday that counties can't reject mail-in ballots because voters' signatures don't look like they do on registration rolls.
https://t.co/2UmbLDALI9",,Oregon,Trump,20.0
724,Vote! Our lives really do depend on it. https://t.co/ETgrPgoU8O #VoteAsIfYourLifeDependsOnIt #VOTE #BLM #Immigration #climatechange #BidenHarris2020 #Trump https://t.co/96oVsmfLIb,,Pennsylvania,Trump,554.0
725,#Trump is turning so fucking Red.  He's ready to explode. #Krakatoa,,Pennsylvania,Trump,500.0
726,Something to celebrate: https://t.co/eJfLYfPhi6  #BidenHarris2020 #Trump #Election2020 #CoronavirusPandemic https://t.co/MqgnbBW5jN,,Pennsylvania,Trump,344.0
727,Turnout in pro-#Trump counties in #Pennsylvania at record highs today. HUGE.,,Pennsylvania,Trump,247.0
728,"@EntheosShines @charliekirk11 The enemy is the deep state, we already know its power, it is not a time to complain, it is time to organize and get up to defend the homeland. This has been a coup d'état organized by Machiavellian enemies of America #StandWithTrump #Trump is our leader, listen to what he says!",,Pennsylvania,Trump,136.0
729,"#Americans we are STAND UP together for Mr. President @realDonaldTrump in #Miami #Florida! One Flag Nation under God! ALL BOARD #TrumpTrain, #FakeNews are not here! But we are! the #salsa of this Nation and #OMG! We will #vote for #DonaldTrump #4MoreYears #USA, #Cuba #Venezuela🇺🇸 https://t.co/xUdFkjF79q",,Puerto Rico,Trump,38.0
730,"Medios internacionales de países como Japón, Mexico, España, Argentina, Venezuela, Perú y República Dominicana reseñan el #PuertoRico #Trump Rally que realizamos el pasado domingo. #BoricuasForTrump #MAGA #LeadRight #Trump2020Landslide #Trump2020 #KeepAmericaGreat https://t.co/XTnapRsCAi",,Puerto Rico,Trump,13.0
731,"#Trump le preguntó a #Biden ""quién construyó las jaulas"", en referencia a los espacios en los que la administración #Obama colocaba a los niños que entraban ilegalmente a #EEUU. La prensa demócrata y Biden se lo achacan falsamente a Trump. Biden no respondió.",,Puerto Rico,Trump,10.0
732,Los demócratas son socialistas y los latinos lo saben por eso van votar por #Trump. #LeadRight #BoricuasForTrump #4MoreYears #KeepAmericaGreat #Trump2020 #MAGA #LatinosForTrump https://t.co/f2knI9TLjl,,Puerto Rico,Trump,8.0
733,Como #DonaldTrump Estreno sábado 31 de Octubre en el canal de Youtube #MannyMontesTV 📺 #Suscribete #Heiiin #NoAsuman #MannyMontes #ElJibaro #MAGA #trump2020 #keepamericagreat #trapcristiano #latinoscontrump 🦈🔨🇺🇸 https://t.co/xF68oIT1mY,,Puerto Rico,Trump,7.0
734,"The Villages in Florida, a massive senior citizen community,  saw a significant jump in #COVID-19 cases after #Trump held a super-spreader rally there. 

Herd immunity?",,Rhode Island,Trump,356.0
735,"Senior Judge Brent Shore who leads Florida’s Duval County vote-counting board has donated to the #Trump campaign 12 separate times.

Judges are not allowed to make political contributions. 

Guess how he’ll decide on any voting question?",,Rhode Island,Trump,208.0
736,"Trump wants to ‘go after’ Lesley Stahl and ‘brainstormed’ with aides on ways to take her down: report.
#LesleyStahl #Trump #GOP 
 https://t.co/xXBlj1GYTM",,Rhode Island,Trump,113.0
737,"Members of our armed services sacrifice everything to keep us safe. Some even sacrifice their lives. 

Now, #Trump and the #GOP want to sacrifice their votes as well. 

This election isn’t over until each ballot postmarked by Nov. 3 is counted. 

Pls RT
#SCOTUS #CountEveryVote https://t.co/Dfbgb51V0W",,Rhode Island,Trump,109.0
738,"Trump tax hikes will hit this year - after the election - for low and middle income Americans. This was hidden in his 2017 tax cut bill. 
Don't worry, big biz and gazillionaires, your #Trump cuts won't be touched...unless Biden wins on Tuesday.

#Biden",,Rhode Island,Trump,105.0
739,"My Black People, vote your faith &amp; interest, not your race...#Trump https://t.co/sEoue5HYz1",,South Carolina,Trump,245.0
740,You notice that the Democrats  have no solutions to the problems many black Americans deal with. They're only solutions is to just talk about how racist and bad President Trump is. When Trump has created way more opportunities for Minorities than any President since LBJ. #Trump,,South Carolina,Trump,187.0
741,"In modern times, we Black Americans haven't been slaves to White people, we've been slaves to failed Democrat Policies. We are truly becoming free thanks to President @realDonaldTrump doing exactly what he said he would do for minorites in America. #Trump https://t.co/NjLvPcbtbl",,South Carolina,Trump,155.0
